Test case reference,Scenario,TaxType,Gender,GuaranteeClass,CommissionType,IssueAge
,1,RRSP,F,Invest,CB5,30
,1,RRSP,F,Invest,CB5,35
,1,RRSP,F,Invest,CB5,40
,1,RRSP,F,Invest,CB5,45
,1,RRSP,F,Invest,CB5,50
,1,RRSP,F,Invest,CB5,55
,1,RRSP,F,Invest,CB5,60
,1,RRSP,F,Invest,CB5,65
,1,RRSP,F,Invest,CB5,70
,1,RRSP,F,Invest,NL,20
,1,RRSP,F,Invest,NL,25
,1,RRSP,F,Invest,NL,30
,1,RRSP,F,Invest,NL,35
,1,RRSP,F,Invest,NL,40
,1,RRSP,F,Invest,NL,45
,1,RRSP,F,Invest,NL,50
,1,RRSP,F,Invest,NL,55
,1,RRSP,F,Invest,NL,60
,1,RRSP,F,Invest,NL,65
,1,RRSP,F,Invest,NL,70
,1,RRSP,F,Protect,CB3,20
,1,RRSP,F,Protect,CB3,25
,1,RRSP,F,Protect,CB3,30
,1,RRSP,F,Protect,CB3,35
,1,RRSP,F,Protect,CB3,40
,1,RRSP,F,Protect,CB3,45
,1,RRSP,F,Protect,CB3,50
,1,RRSP,F,Protect,CB3,55
,1,RRSP,F,Protect,CB3,60
,1,RRSP,F,Protect,CB3,65
,1,RRSP,F,Protect,CB3,70
,1,RRSP,F,Protect,CB5,20
,1,RRSP,F,Protect,CB5,25
,1,RRSP,F,Protect,CB5,30
,1,RRSP,F,Protect,CB5,35
,1,RRSP,F,Protect,CB5,40
,1,RRSP,F,Protect,CB5,45
,1,RRSP,F,Protect,CB5,50
,1,RRSP,F,Protect,CB5,55
,1,RRSP,F,Protect,CB5,60
,1,RRSP,F,Protect,CB5,65
,1,RRSP,F,Protect,CB5,70
,1,RRSP,F,Protect,NL,20
,1,RRSP,F,Protect,NL,25
,1,RRSP,F,Protect,NL,30
,1,RRSP,F,Protect,NL,35
,1,RRSP,F,Protect,NL,40
,1,RRSP,F,Protect,NL,45
,1,RRSP,F,Protect,NL,50
,1,RRSP,F,Protect,NL,55
,1,RRSP,F,Protect,NL,60
,1,RRSP,F,Protect,NL,65
,1,RRSP,F,Protect,NL,70
,1,RRSP,M,Estate,CB3,20
,1,RRSP,M,Estate,CB3,25
,1,RRSP,M,Estate,CB3,30
,1,RRSP,M,Estate,CB3,35
,1,RRSP,M,Estate,CB3,40
,1,RRSP,M,Estate,CB3,45
,1,RRSP,M,Estate,CB3,50
,1,RRSP,M,Estate,CB3,55
,1,RRSP,M,Estate,CB3,60
,1,RRSP,M,Estate,CB3,65
,1,RRSP,M,Estate,CB3,70
,1,RRSP,M,Estate,CB5,20
,1,RRSP,M,Estate,CB5,25
,1,RRSP,M,Estate,CB5,30
,1,RRSP,M,Estate,CB5,35
,1,RRSP,M,Estate,CB5,40
,1,RRSP,M,Estate,CB5,45
,1,RRSP,M,Estate,CB5,50
,1,RRSP,M,Estate,CB5,55
,1,RRSP,M,Estate,CB5,60
,1,RRSP,M,Estate,CB5,65
,1,RRSP,M,Estate,CB5,70
,1,RRSP,M,Estate,NL,20
,1,RRSP,M,Estate,NL,25
,1,RRSP,M,Estate,NL,30
,1,RRSP,M,Estate,NL,35
,1,RRSP,M,Estate,NL,40
,1,RRSP,M,Estate,NL,45
,1,RRSP,M,Estate,NL,50
,1,RRSP,M,Estate,NL,55
,1,RRSP,M,Estate,NL,60
,1,RRSP,M,Estate,NL,65
,1,RRSP,M,Estate,NL,70
,1,RRSP,M,Invest,CB3,20
,1,RRSP,M,Invest,CB3,25
,1,RRSP,M,Invest,CB3,30
,1,RRSP,M,Invest,CB3,35
,1,RRSP,M,Invest,CB3,40
,1,RRSP,M,Invest,CB3,45
,1,RRSP,M,Invest,CB3,50
,1,RRSP,M,Invest,CB3,55
,1,RRSP,M,Invest,CB3,60
,1,RRSP,M,Invest,CB3,65
,1,RRSP,M,Invest,CB3,70
,1,RRSP,M,Invest,CB5,20
,1,RRSP,M,Invest,CB5,25
,1,RRSP,M,Invest,CB5,30
,1,RRSP,M,Invest,CB5,35
,1,RRSP,M,Invest,CB5,40
,1,RRSP,M,Invest,CB5,45
,1,RRSP,M,Invest,CB5,50
,1,RRSP,M,Invest,CB5,55
,1,RRSP,M,Invest,CB5,60
,1,RRSP,M,Invest,CB5,65
,1,RRSP,M,Invest,CB5,70
,1,RRSP,M,Invest,NL,20
,1,RRSP,M,Invest,NL,25
,1,RRSP,M,Invest,NL,30
,1,RRSP,M,Invest,NL,35
,1,RRSP,M,Invest,NL,40
,1,RRSP,M,Invest,NL,45
,1,RRSP,M,Invest,NL,50
,1,RRSP,M,Invest,NL,55
,1,RRSP,M,Invest,NL,60
,1,RRSP,M,Invest,NL,65
,1,RRSP,M,Invest,NL,70
,1,RRSP,M,Protect,CB3,20
,1,RRSP,M,Protect,CB3,25
,1,RRSP,M,Protect,CB3,30
,1,RRSP,M,Protect,CB3,35
,1,RRSP,M,Protect,CB3,40
,1,RRSP,M,Protect,CB3,45
,1,RRSP,M,Protect,CB3,50
,1,RRSP,M,Protect,CB3,55
,1,RRSP,M,Protect,CB3,60
,1,RRSP,M,Protect,CB3,65
,1,RRSP,M,Protect,CB3,70
,1,RRSP,M,Protect,CB5,20
,1,RRSP,M,Protect,CB5,25
,1,RRSP,M,Protect,CB5,30
,1,RRSP,M,Protect,CB5,35
,1,RRSP,M,Protect,CB5,40
,1,RRSP,M,Protect,CB5,45
,1,RRSP,M,Protect,CB5,50
,1,RRSP,M,Protect,CB5,55
,1,RRSP,M,Protect,CB5,60
,1,RRSP,M,Protect,CB5,65
,1,RRSP,M,Protect,CB5,70
,1,RRSP,M,Protect,NL,20
,1,RRSP,M,Protect,NL,25
,1,RRSP,M,Protect,NL,30
,1,RRSP,M,Protect,NL,35
,1,RRSP,M,Protect,NL,40
,1,RRSP,M,Protect,NL,45
,1,RRSP,M,Protect,NL,50
,1,RRSP,M,Protect,NL,55
,1,RRSP,M,Protect,NL,60
,1,RRSP,M,Protect,NL,65
,1,RRSP,M,Protect,NL,70
,1,TFSA,F,Estate,CB3,20
,1,TFSA,F,Estate,CB3,25
,1,TFSA,F,Estate,CB3,30
,1,TFSA,F,Estate,CB3,35
,1,TFSA,F,Estate,CB3,40
,1,TFSA,F,Estate,CB3,45
,1,TFSA,F,Estate,CB3,50
,1,TFSA,F,Estate,CB3,55
,1,TFSA,F,Estate,CB3,60
,1,TFSA,F,Estate,CB3,65
,1,TFSA,F,Estate,CB3,70
,1,TFSA,F,Estate,CB3,75
,1,TFSA,F,Estate,CB3,80
,1,TFSA,F,Estate,CB5,20
,1,TFSA,F,Estate,CB5,25
,1,TFSA,F,Estate,CB5,30
,1,TFSA,F,Estate,CB5,35
,1,TFSA,F,Estate,CB5,40
,1,TFSA,F,Estate,CB5,45
,1,TFSA,F,Estate,CB5,50
,1,TFSA,F,Estate,CB5,55
,1,TFSA,F,Estate,CB5,60
,1,TFSA,F,Estate,CB5,65
,1,TFSA,F,Estate,CB5,70
,1,TFSA,F,Estate,CB5,75
,1,TFSA,F,Estate,CB5,80
,1,TFSA,F,Estate,NL,20
,1,TFSA,F,Estate,NL,25
,1,TFSA,F,Estate,NL,30
,1,TFSA,F,Estate,NL,35
,1,TFSA,F,Estate,NL,40
,1,TFSA,F,Estate,NL,45
,1,TFSA,F,Estate,NL,50
,1,TFSA,F,Estate,NL,55
,1,TFSA,F,Estate,NL,60
,1,TFSA,F,Estate,NL,65
,1,TFSA,F,Estate,NL,70
,1,TFSA,F,Estate,NL,75
,1,TFSA,F,Estate,NL,80
,1,TFSA,F,Invest,CB3,20
,1,TFSA,F,Invest,CB3,25
,1,TFSA,F,Invest,CB3,30
,1,TFSA,F,Invest,CB3,35
,1,TFSA,F,Invest,CB3,40
,1,TFSA,F,Invest,CB3,45
,1,TFSA,F,Invest,CB3,50
,1,TFSA,F,Invest,CB3,55
,1,TFSA,F,Invest,CB3,60
,1,TFSA,F,Invest,CB3,65
,1,TFSA,F,Invest,CB3,70
,1,TFSA,F,Invest,CB3,75
,1,TFSA,F,Invest,CB3,80
,1,TFSA,F,Invest,CB3,85
,1,TFSA,F,Invest,CB3,90
,1,TFSA,F,Invest,CB5,20
,1,TFSA,F,Invest,CB5,25
,1,TFSA,F,Invest,CB5,30
,1,TFSA,F,Invest,CB5,35
,1,TFSA,F,Invest,CB5,40
,1,TFSA,F,Invest,CB5,45
,1,TFSA,F,Invest,CB5,50
,1,TFSA,F,Invest,CB5,55
,1,TFSA,F,Invest,CB5,60
,1,TFSA,F,Invest,CB5,65
,1,TFSA,F,Invest,CB5,70
,1,TFSA,F,Invest,CB5,75
,1,TFSA,F,Invest,CB5,80
,1,TFSA,F,Invest,CB5,85
,1,TFSA,F,Invest,CB5,90
,1,TFSA,F,Invest,NL,20
,1,TFSA,F,Invest,NL,25
,1,TFSA,F,Invest,NL,30
,1,TFSA,F,Invest,NL,35
,1,TFSA,F,Invest,NL,40
,1,TFSA,F,Invest,NL,45
,1,TFSA,F,Invest,NL,50
,1,TFSA,F,Invest,NL,55
,1,TFSA,F,Invest,NL,60
,1,TFSA,F,Invest,NL,65
,1,TFSA,F,Invest,NL,70
,1,TFSA,F,Invest,NL,75
,1,TFSA,F,Invest,NL,80
,1,TFSA,F,Invest,NL,85
,1,TFSA,F,Invest,NL,90
,1,TFSA,F,Protect,CB3,20
,1,TFSA,F,Protect,CB3,25
,1,TFSA,F,Protect,CB3,30
,1,TFSA,F,Protect,CB3,35
,1,TFSA,F,Protect,CB3,40
,1,TFSA,F,Protect,CB3,45
,1,TFSA,F,Protect,CB3,50
,1,TFSA,F,Protect,CB3,55
,1,TFSA,F,Protect,CB3,60
,1,TFSA,F,Protect,CB3,65
,1,TFSA,F,Protect,CB3,70
,1,TFSA,F,Protect,CB3,75
,1,TFSA,F,Protect,CB3,80
,1,TFSA,F,Protect,CB5,20
,1,TFSA,F,Protect,CB5,25
,1,TFSA,F,Protect,CB5,30
,1,TFSA,F,Protect,CB5,35
